"RSPDNUM","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
345,"C","A","C",9999,3,"AZ",4,1,1,1,1,,1,1,"WEATHER PATTERNS",3,1,1,2,2,1,,,,1,1,1,4,1,1,1,1,1,1,1,1,4,999,999,999,5,1,1,1,1,1,4,4,1,4,1,4,6,1,3,,4,4,3,3,6,1,"10/17/2017 7:56:12",0.185
346,"C","B","C",9999,3,"PA",1,5,1,2,2,,2,2,"LIVING HERE AND NOTICING IT",2,3,2,2,2,2,,,,2,2,2,2,1,1,3,2,1,98,4,2,3,999,999,999,3,1,1,4,4,1,98,2,2,98,3,,3,1,1,2,5,1,98,4,5,2,"10/17/2017 7:59:23",0.695
347,"C","A","C",9999,3,"OH",3,4,1,2,2,,3,2,"WHAT I HAVE READ",6,3,4,2,3,3,,,,2,3,3,2,4,4,3,4,3,1,4,4,1,999,999,999,1,5,5,5,5,5,4,2,4,1,98,1,3,1,1,2,5,2,2,1,5,2,"10/17/2017 8:01:09",0.695
348,"C","B","C",9999,1,"MO",3,1,1,1,3,98,2,2,"THE ICE MELTING FASTER",1,1,1,2,2,2,,,,2,2,3,98,98,4,3,2,3,2,3,2,2,999,999,999,3,4,1,4,4,3,4,4,1,4,2,4,3,2,1,1,2,4,5,4,,2,"10/17/2017 8:01:20",2.03
349,"C","A","C",9999,2,"NM",4,4,98,,,,,,,,,,,,,,,,3,3,3,4,4,2,1,4,1,2,4,4,1,999,999,999,5,1,1,5,1,1,1,2,1,4,1,3,4,9,6,,5,4,4,4,6,2,"10/17/2017 8:07:06",2.64
350,"C","B","C",9999,3,"AZ",4,1,1,1,1,,1,1,"THE SCIENTIFIC RESEARCH",4,1,2,2,1,1,,,,1,1,1,98,2,2,98,2,1,98,2,2,3,999,999,999,5,2,2,2,1,2,98,3,2,3,2,3,6,1,6,,3,1,5,4,5,2,"10/17/2017 8:10:56",0.925
351,"C","A","C",9999,4,"MS",2,5,2,,,,,,,,,,,,,1,"THE SCRIPTURES",6,3,3,3,1,3,4,4,2,2,1,3,3,4,999,999,999,1,5,4,5,5,2,4,2,3,2,3,2,1,1,1,1,2,2,1,1,2,1,"10/17/2017 8:13:34",1.1
352,"C","B","C",9999,3,"KS",3,5,1,2,1,,1,1,"THE HURRICANES",3,1,2,1,2,1,,,,1,1,1,1,1,1,4,1,1,1,1,98,98,999,999,999,4,5,1,1,1,1,1,4,1,4,1,4,4,9,2,,4,1,4,4,4,2,"10/17/2017 8:19:14",2.225
353,"C","A","C",9999,1,"UT",4,5,2,,,,,,,,,,,,,3,"JESUS IS THE CAUSE OF HOW HOT IT GETS",6,1,2,1,4,4,4,4,4,4,2,3,2,1,999,999,999,3,5,1,5,5,3,4,2,4,4,4,98,98,1,6,,2,2,1,1,6,1,"10/17/2017 8:25:41",1.3
354,"C","B","C",9999,3,"CA",4,5,2,,,,,,,,,,,,,1,"ITS JUST THE EARTH MOVING AROUND AND WILL CHANGE IN CLIMATE ALWAYS",2,2,2,3,2,4,4,1,4,3,1,4,4,1,999,999,999,1,5,5,5,5,5,4,,4,1,2,1,1,,,,5,,,1,,1,"10/17/2017 8:32:55",0.455
355,"C","B","C",9999,3,"NM",4,5,1,1,3,3,1,1,"HUMAN ACTIVITY",8,1,2,4,2,2,,,,1,1,1,2,2,3,3,2,2,3,3,2,3,999,999,999,4,2,2,4,4,2,2,2,2,3,3,3,1,10,2,,4,3,98,4,,1,"10/17/2017 8:35:27",0.455
356,"C","A","C",9999,3,"AL",2,5,2,,,,,,,,,,,,,3,"NOT THAT HOT IN SUMMER",1,2,2,2,98,98,4,2,4,2,98,3,4,3,999,999,999,2,5,2,5,5,5,1,1,1,2,1,1,1,1,1,1,3,2,3,1,98,2,"10/17/2017 8:45:46",0.925
357,"C","B","C",9999,2,"OH",3,2,1,2,2,,3,2,"ITS GETTING HOTTER",2,4,3,4,3,3,,,,3,3,3,4,4,4,1,4,4,1,4,4,4,999,999,999,1,5,5,5,5,5,4,1,4,1,1,4,1,1,6,,4,2,2,2,6,1,"10/17/2017 8:46:15",0.7
358,"C","A","C",9999,4,"CA",4,2,1,2,3,1,2,1,"ICE CAPS MELTING",1,1,1,1,2,1,,,,1,2,2,4,2,3,98,3,1,2,2,2,1,999,999,999,4,1,1,3,4,3,98,4,2,4,2,4,2,9,,,3,,,4,3,1,"10/17/2017 8:46:52",2.32
359,"C","B","C",9999,3,"MI",3,1,98,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,98,1,2,1,98,3,999,999,999,4,1,1,1,1,2,98,4,1,1,2,4,2,1,1,2,3,1,4,4,2,2,"10/17/2017 8:48:43",1.065
360,"C","A","C",9999,3,"NY",1,3,1,1,1,,1,1,"SCIENTIFIC EVIDENCE",4,1,2,2,1,1,,,,1,1,1,4,1,1,4,2,1,4,1,1,4,999,999,999,5,1,1,1,1,1,98,4,1,4,1,4,6,1,6,,5,1,5,4,6,2,"10/17/2017 8:51:33",0.525
361,"C","B","C",9999,2,"NM",4,1,1,1,3,1,1,1,"THE TEMPERATURES IN THE GULF ARE STAYING WARMER LONGER",2,1,2,1,2,2,,,,1,1,1,2,2,3,3,2,1,2,2,2,2,999,999,999,4,3,1,2,4,2,2,3,2,3,2,3,4,10,,,3,4,3,4,4,1,"10/17/2017 8:54:10",0.95
362,"C","A","C",9999,2,"UT",4,1,1,1,1,,1,1,"RESEARCH",4,1,1,1,2,2,,,,1,1,1,4,1,1,1,2,1,1,1,1,98,999,999,999,5,1,1,2,1,3,2,4,1,4,1,4,5,1,6,,3,1,5,4,5,1,"10/17/2017 8:54:59",1.1
363,"C","B","C",9999,1,"TN",2,4,2,,,,,,,,,,,,,2,"COLDER IN SUMMER",1,3,2,2,2,4,4,4,98,1,2,1,2,2,999,999,999,4,4,1,5,5,3,98,2,2,2,1,4,1,1,1,2,3,2,4,3,1,1,"10/18/2017 4:25:01",1.24
364,"C","A","C",9999,1,"CT",1,5,1,1,3,1,1,1,"OZONE LAYER DISAPPEARING",10,1,3,98,3,2,,,,1,2,3,2,3,3,3,4,1,4,3,1,98,999,999,999,4,2,1,3,5,1,98,4,2,98,1,4,2,1,2,,4,4,4,3,98,1,"10/18/2017 4:26:51",0.86
365,"C","B","C",9999,4,"FL",2,5,1,2,98,,3,1,"NOT  SURE",10,1,1,2,4,2,,,,1,1,1,1,98,1,1,1,1,2,1,4,1,999,999,999,4,1,1,4,5,1,2,4,4,4,4,4,1,9,2,,1,2,2,4,6,1,"10/18/2017 4:27:12",1.94
366,"C","A","C",9999,1,"TN",2,2,98,,,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,4,1,2,98,98,999,999,999,3,2,1,5,2,1,2,2,1,1,2,1,1,2,6,,2,1,2,4,,2,"10/18/2017 4:28:50",2.03
367,"C","B","C",9999,3,"OK",2,4,1,1,1,,1,1,"EXPERIENCE",2,1,1,1,1,1,,,,1,1,1,1,1,1,2,98,1,1,2,1,1,999,999,999,5,1,1,1,5,1,98,4,1,4,1,4,5,1,1,1,5,2,3,4,4,2,"10/18/2017 4:37:51",0.625
368,"C","A","C",9999,3,"CO",4,5,1,1,3,1,1,1,"SNOW IS MELTING FASTER",2,1,4,2,3,1,,,,2,2,2,1,1,4,3,4,1,2,3,2,2,999,999,999,5,1,1,5,5,2,1,4,1,98,2,4,1,1,1,2,1,98,98,4,,2,"10/18/2017 5:30:20",0.855
369,"C","B","C",9999,3,"FL",2,2,1,1,1,,2,1,"WEATHER",3,3,2,1,4,1,,,,1,1,1,2,2,4,2,2,1,2,2,2,2,999,999,999,4,5,2,4,4,2,4,3,2,4,2,2,1,1,2,,3,98,3,3,,2,"10/18/2017 5:36:34",0.925
370,"C","A","C",9999,3,"TX",2,5,98,,,,,,,,,,,,,,,,1,1,1,2,2,4,98,3,2,2,3,2,3,999,999,999,5,5,2,5,5,1,3,4,2,4,2,1,1,1,2,,3,4,3,4,2,1,"10/18/2017 5:40:52",0.725
371,"C","B","C",9999,3,"OH",3,3,1,2,98,,2,1,"SEEN CHANGE IN SELLING PATTERN OF OUR PRODUCT",2,2,2,2,2,2,,,,1,1,2,2,1,4,4,1,1,1,2,2,3,999,999,999,4,5,2,5,5,1,98,4,2,4,1,4,2,2,1,2,4,1,3,4,6,2,"10/18/2017 5:42:37",0.745
372,"C","A","C",9999,3,"AZ",4,2,1,1,3,1,2,2,"WEATHER ON THE NEWS",6,1,2,3,1,1,,,,1,2,2,1,1,4,4,98,1,98,4,4,98,999,999,999,3,1,5,5,5,1,98,98,4,98,4,1,2,1,6,,5,2,2,2,,1,"10/18/2017 5:51:29",0.355
373,"C","A","C",9999,4,"NC",2,2,2,,,,,,,,,,,,,4,"NOT SURE",9,1,2,2,2,2,2,3,3,2,2,2,2,2,999,999,999,2,4,2,4,2,2,2,3,2,2,2,2,4,1,98,,1,4,1,1,6,1,"10/18/2017 5:55:45",0.34
374,"C","B","C",9999,3,"OH",3,1,1,2,2,,2,1,"THINGS SHES READ AND SEEN",6,1,1,1,1,1,,,,1,1,1,2,2,3,4,3,1,1,2,2,2,999,999,999,3,5,2,5,5,98,98,3,2,3,2,3,1,1,1,2,3,4,3,3,,2,"10/18/2017 6:04:15",0.925
375,"C","A","C",9999,4,"KS",3,2,2,,,,,,,,,,,,,2,"CYCLES",2,2,2,2,1,4,98,1,2,4,1,4,4,1,999,999,999,2,5,5,5,2,2,4,4,2,1,2,4,2,1,2,,4,2,2,2,6,1,"10/18/2017 6:18:46",0.18
376,"C","B","C",9999,1,"PA",1,1,98,,,,,,,,,,,,,,,,98,98,98,1,1,4,98,2,1,98,4,4,4,999,999,999,3,1,1,3,5,2,4,4,4,98,4,4,2,2,1,2,5,1,4,4,3,1,"10/18/2017 6:19:02",1.21
377,"C","B","C",9999,2,"AR",2,5,2,,,,,,,,,,,,,2,"STATISTICS",5,2,2,2,2,2,3,3,3,2,3,2,3,3,999,999,999,3,4,2,4,4,2,3,3,2,2,3,3,6,1,1,1,2,4,2,2,6,1,"10/18/2017 6:24:22",1.31
378,"C","A","C",9999,3,"TX",2,5,1,1,98,,1,1,"MANS ACTIVITIES",8,2,3,4,3,3,,,,1,2,3,2,3,3,4,3,2,2,3,3,3,999,999,999,3,5,2,4,4,2,98,3,2,3,2,2,1,1,1,1,5,2,2,2,4,1,"10/18/2017 6:25:06",0.285
379,"C","B","C",9999,2,"NJ",1,3,1,1,1,,1,1,"AL GORE MOVIE AND THE NEWS",5,1,2,1,4,98,,,,1,2,2,98,2,4,98,98,2,4,2,1,4,999,999,999,5,1,1,2,5,2,3,4,1,4,1,3,3,1,,,5,2,2,2,3,2,"10/18/2017 6:28:18",1.34
380,"C","A","C",9999,4,"CA",4,5,2,,,,,,,,,,,,,1,"SCIENTIFIC",5,3,3,3,1,1,4,98,4,4,98,4,4,1,999,999,999,1,5,5,5,5,1,4,4,4,1,4,98,1,,,,5,4,2,1,6,1,"10/18/2017 6:30:49",0.28
381,"C","A","D",9999,1,"MI",3,3,1,1,1,,3,1,"MELTING GLACIERS AND STRONGER HURRICANES",1,1,1,1,4,2,,,,1,1,3,1,1,1,98,1,1,98,4,1,98,999,999,999,3,98,1,1,5,1,1,4,1,1,1,4,4,5,6,,5,,,3,6,1,"10/18/2017 7:08:39",1.25
382,"C","B","D",9999,3,"IN",3,1,1,1,3,1,1,1,"OCEANS RISING",11,1,2,2,1,1,,,,1,1,2,1,1,1,98,4,1,2,1,1,3,999,999,999,5,1,1,1,4,1,1,4,1,4,1,4,4,1,2,,4,3,5,4,,2,"10/18/2017 7:13:52",0.695
383,"C","A","D",9999,1,"NJ",1,2,1,1,3,1,1,1,"FROM WHAT HES READ AND HEARD",6,1,2,2,2,2,,,,1,1,1,2,1,2,4,2,1,4,2,2,2,999,999,999,4,1,1,2,2,1,98,3,2,3,2,4,2,5,5,,5,,,4,3,1,"10/18/2017 7:20:09",1.55
384,"C","A","D",9999,1,"FL",2,2,1,1,3,3,2,1,"TEMPS RISING",2,2,2,3,3,3,,,,2,1,1,,4,4,3,4,1,3,1,98,4,999,999,999,1,1,1,4,5,1,2,4,1,,1,4,5,1,6,,3,4,3,3,5,1,"10/18/2017 7:31:40",1.09
385,"C","A","D",9999,3,"FL",2,2,1,2,2,,3,2,"GOD CONTROLLED",12,3,3,2,2,3,,,,3,3,3,4,2,98,2,98,4,2,3,4,98,999,999,999,2,3,4,5,5,5,4,2,4,2,4,4,1,1,1,2,3,2,2,1,3,2,"10/18/2017 7:32:50",1.055
386,"C","B","D",9999,3,"OH",3,5,1,2,1,,2,2,"GLACIERS MELTING",1,2,2,2,2,2,,,,2,3,3,1,2,98,2,98,1,98,3,2,3,999,999,999,3,2,1,2,4,1,2,4,1,2,2,2,3,10,6,,3,4,2,3,4,2,"10/18/2017 7:33:28",0.775
387,"C","A","D",9999,2,"GA",2,5,1,2,1,,1,1,"HURRICANES",3,2,1,1,2,4,,,,1,2,2,2,1,2,2,4,1,3,1,1,4,999,999,999,5,1,1,1,1,1,1,4,1,4,1,4,3,1,2,,5,,,4,,2,"10/18/2017 7:33:37",1.21
388,"C","B","D",9999,3,"AK",4,5,2,,,,,,,,,,,,,1,"CYCLES",2,2,2,2,1,4,1,1,4,1,1,1,4,98,999,999,999,2,5,1,5,5,5,98,1,1,1,4,1,3,1,1,2,4,,2,1,3,1,"10/18/2017 7:35:58",0.485
389,"C","A","D",9999,2,"WA",4,5,1,1,1,,1,98,"THE MELTING OF THE POLAR ICE CAPS",1,1,2,3,1,1,,,,2,2,2,2,3,2,3,2,3,2,2,2,2,999,999,999,4,4,2,2,2,2,3,3,2,98,2,3,6,1,2,,4,4,4,2,6,1,"10/18/2017 7:43:21",0.7
390,"C","B","D",9999,4,"CA",4,1,1,1,1,,1,1,"OZONE LAYER WEATHER IS CHANGING",10,1,1,1,4,1,,,,1,1,1,2,3,3,98,98,1,98,2,2,3,999,999,999,5,1,1,2,2,1,2,4,1,4,98,4,2,1,6,,3,1,3,4,2,2,"10/18/2017 7:49:41",1.06
391,"C","A","D",9999,3,"LA",2,1,1,1,1,,1,1,"DYING BEES",7,1,1,1,1,2,,,,1,2,3,1,2,2,1,2,1,3,1,2,1,999,999,999,5,2,1,1,1,2,1,4,2,4,1,4,4,9,2,,5,2,98,4,98,1,"10/18/2017 7:50:37",1.955
392,"C","B","D",9999,3,"MD",2,1,1,1,3,1,1,1,"RISE OF CARBON EMMISSIONS, LOSS OF VEGETATION, INCREASED GREEN HOUSE GAS",8,1,1,3,3,2,,,,1,2,2,4,2,98,98,3,1,4,1,1,4,999,999,999,5,1,1,4,1,2,98,4,2,4,2,4,3,10,2,,4,4,3,4,4,2,"10/18/2017 7:52:56",0.545
393,"C","A","D",9999,1,"TX",2,1,1,2,1,,1,1,"GLOBAL WARMING",10,1,1,2,2,2,,,,1,1,1,98,2,2,2,2,98,98,1,1,2,999,999,999,5,3,98,2,3,2,98,4,1,2,2,4,3,1,6,,2,4,5,4,1,2,"10/18/2017 7:57:10",1.96
394,"C","A","D",9999,,"MS",2,5,2,,,,,,,,,,,,,4,"NOT AS DRASTIC AS MEDIA IS MAKING IT OUT TO BE",4,1,1,2,1,1,4,3,1,1,1,1,3,3,999,999,999,98,4,98,4,5,2,1,3,2,4,98,3,2,1,6,,,2,2,3,6,2,"10/18/2017 7:59:19",0.88
395,"C","A","D",9999,1,"MN",3,2,1,1,1,,1,1,"FROM WHAT I READ",6,2,4,2,3,2,,,,1,1,2,3,2,3,98,98,2,98,2,98,3,999,999,999,4,2,2,3,4,3,98,3,2,3,2,98,3,1,,,2,,,,,1,"10/18/2017 7:59:37",1.47
396,"C","B","D",9999,3,"VA",2,5,1,2,2,,2,98,"ICE CAPS",1,1,4,1,4,1,,,,2,2,2,1,1,4,1,98,2,1,1,2,2,999,999,999,3,5,2,5,5,98,2,2,2,1,98,1,4,1,1,2,4,4,3,2,6,2,"10/18/2017 8:03:19",0.525
397,"C","A","D",9999,4,"AL",2,2,1,2,1,,1,1,"TOO MANY PEOPLE ON EARTH",13,98,1,2,2,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,999,999,999,2,1,1,1,4,1,4,4,1,1,1,2,2,2,1,1,5,1,3,4,4,1,"10/18/2017 8:10:40",0.5
398,"C","B","D",9999,3,"WI",3,5,2,,,,,,,,,,,,,1,"DATA",5,2,2,2,4,4,4,1,4,4,98,4,4,1,999,999,999,1,5,5,5,5,5,98,4,4,1,2,98,1,1,2,,4,2,1,2,,2,"10/18/2017 8:10:52",0.695
399,"C","B","D",9999,3,"AZ",4,5,1,1,1,,1,1,"DATA",4,2,2,3,1,3,,,,1,1,2,4,1,1,1,3,1,4,1,2,3,999,999,999,3,1,1,1,2,1,2,4,2,4,2,4,4,1,98,,3,4,3,2,6,1,"10/18/2017 8:17:19",0.415
400,"C","A","D",9999,2,"GA",2,1,1,1,1,,2,1,"SCIENTIFIC EVIDENCE",4,1,1,2,2,2,,,,2,2,2,1,1,4,4,1,1,3,1,1,1,999,999,999,4,2,1,5,5,1,1,4,1,1,1,4,3,1,1,2,4,2,2,4,6,2,"10/18/2017 8:21:43",1.04
401,"C","B","D",9999,3,"AK",4,3,1,2,3,1,1,1,"I WITNESS THE EFFECTS EVERYDAY HERE, ICE CAPS ARE EXTREMELY SMALLER THAN THEY USED TO BE",2,1,2,1,3,1,,,,1,1,1,4,2,4,3,3,2,98,1,1,4,999,999,999,5,1,1,4,5,2,2,4,1,4,2,4,2,10,2,,3,,4,3,4,2,"10/18/2017 8:22:07",0.775
402,"C","A","D",9999,1,"NC",2,5,1,1,1,,1,1,"CYCLES",9,1,2,1,2,1,,,,1,1,1,98,1,2,1,1,1,98,1,2,98,999,999,999,5,1,1,1,1,1,98,4,2,98,2,98,98,1,6,,5,4,5,4,3,2,"10/18/2017 8:23:26",1.33
403,"C","B","D",9999,3,"FL",2,2,1,1,1,,1,1,"OZONE DECIMATING, TEMPERATURES ARE WELL ABOVE AVERAGE IN AFRICA",10,1,1,1,1,1,,,,1,1,1,2,1,2,2,2,2,2,1,1,98,999,999,999,5,1,1,2,5,1,1,4,1,4,2,4,5,10,6,,3,1,4,4,6,2,"10/18/2017 8:23:32",0.675
404,"C","A","D",9999,3,"IL",3,5,2,,,,,,,,,,,,,4,"OVERALL THEY ARE NOT INCREASING",1,1,2,2,1,1,2,98,1,1,1,1,2,3,999,999,999,4,1,1,5,3,1,3,4,1,3,1,3,4,1,6,,1,,3,98,2,1,"10/18/2017 8:24:23",0.655
405,"C","B","D",9999,3,"CA",4,2,1,2,2,,2,2,"PEOPLE SAY SO",10,3,3,2,1,3,,,,2,3,3,3,2,2,2,2,2,1,3,2,4,999,999,999,2,2,3,2,4,3,1,4,3,2,1,2,1,5,,,,,,,,2,"10/18/2017 8:27:59",1.415
406,"C","A","D",9999,1,"AR",2,5,1,2,3,1,1,1,"GREEN HOUSE GASES FROM LANDFILLS",10,3,2,1,1,1,,,,1,1,1,2,3,4,2,3,1,1,2,2,2,999,999,999,4,4,1,2,4,1,3,2,2,4,2,4,4,1,1,2,3,1,2,4,2,1,"10/18/2017 8:28:07",1.23
407,"C","B","D",9999,4,"ID",4,1,1,1,3,1,1,2,"LAST 3 YRS, HOT SUMMERS AND WINTERS MILD",2,1,1,1,1,1,,,,2,2,2,4,4,4,2,2,1,98,2,1,4,999,999,999,4,4,1,5,5,5,1,3,1,1,4,1,1,1,2,,3,,,3,4,2,"10/18/2017 8:35:24",0.85
408,"C","A","D",9999,2,"TX",2,1,1,1,1,,1,1,"SHARKS ARE SWIMMING IN UNKNOWN AREAS",7,2,2,3,2,2,,,,2,2,3,1,2,2,1,2,3,3,3,3,3,999,999,999,5,3,3,3,2,4,2,2,1,4,2,98,98,,2,,4,2,3,4,,2,"10/18/2017 8:41:56",1.31
409,"C","B","D",9999,3,"NJ",1,2,1,1,1,,1,1,"MY OWN OBSERVATIONS",2,1,2,2,2,2,,,,1,1,1,2,2,3,2,2,2,98,2,2,3,999,999,999,5,3,2,3,4,2,98,3,1,3,2,4,4,1,3,,4,1,5,4,4,2,"10/18/2017 8:48:50",0.625
410,"C","A","D",9999,3,"NY",1,1,1,1,1,,1,1,"HAVEN'T NEEDED A COAT",2,2,2,1,2,2,,,,1,2,2,4,1,1,4,1,1,2,1,1,2,999,999,999,4,1,1,1,4,1,1,4,1,4,2,4,4,1,2,,4,2,4,4,6,1,"10/18/2017 9:03:49",0.185
411,"C","B","D",9999,1,"VT",1,2,1,1,1,,1,1,"WHAT MY SENATORS HAS BEEN TELLING US",10,1,1,1,2,3,,,,1,1,1,4,4,4,4,4,1,1,1,1,3,999,999,999,5,1,1,5,5,1,2,4,4,4,4,4,6,1,5,,5,4,3,4,5,1,"10/19/2017 4:30:03",0.86
412,"C","A","D",9999,2,"VA",2,5,1,1,1,,1,1,"INCREASE NATURAL WEATHER PATTERNS",9,2,2,1,2,2,,,,1,2,2,4,1,3,4,4,2,2,2,3,3,999,999,999,4,1,1,2,4,2,2,3,1,4,3,4,5,10,6,,5,3,3,4,6,2,"10/19/2017 4:32:51",0.96
413,"C","B","D",9999,1,"HI",4,98,1,2,98,,1,1,"SOMETHING I READ ABOUT RECORD HIGH TEMPS",6,98,2,4,2,4,,,,2,2,3,2,2,3,2,1,2,2,3,2,3,999,999,999,4,3,2,4,4,3,2,3,2,98,2,3,4,2,2,,4,1,3,3,3,1,"10/19/2017 4:32:56",1.21
414,"C","A","D",9999,3,"WI",3,2,1,1,2,,1,1,"THINGS ARE DRYING UP",3,3,98,98,1,1,,,,1,1,1,1,1,4,1,98,1,4,1,98,4,999,999,999,3,5,1,3,5,1,98,4,4,98,3,1,1,1,6,,1,,,98,1,1,"10/19/2017 4:38:00",0.665
415,"C","B","D",9999,3,"NJ",1,3,98,,,,,,,,,,,,,,,,2,2,2,4,1,98,98,98,1,98,3,1,2,999,999,999,3,1,1,3,5,1,2,4,1,4,1,2,5,1,6,,3,,,3,,1,"10/19/2017 4:47:32",0.585
416,"C","A","D",9999,3,"PA",1,3,1,1,1,,1,1,"WHAT I HAVE READ",6,1,3,1,2,1,,,,1,2,2,4,4,4,1,1,4,1,1,4,4,999,999,999,4,1,1,1,4,2,3,4,1,4,3,4,2,1,1,2,4,1,4,4,,2,"10/19/2017 4:51:20",0.695
417,"C","B","D",9999,4,"MO",3,5,2,,,,,,,,,,,,,1,"I AM FROM A FARMING BACKGROUND AND I JUST DONT SEE IT",1,3,3,3,3,3,3,2,3,2,2,3,3,2,999,999,999,2,4,2,4,4,2,2,2,3,2,3,2,1,10,1,1,5,2,2,2,6,2,"10/23/2017 4:16:29",0.44
418,"C","A","D",9999,1,"DC",2,5,98,,,,,,,,,,,,,,,,2,3,3,2,2,4,3,2,1,2,2,4,2,999,999,999,3,5,3,4,5,3,2,4,4,3,2,3,3,10,7,,4,4,3,3,3,1,"10/23/2017 4:33:42",0.91
419,"C","B","D",9999,3,"KY",2,2,1,1,3,1,2,2,"INFORMATION RECEIVED",4,2,2,2,1,1,,,,2,3,3,2,1,3,1,98,2,1,2,3,3,999,999,999,3,4,1,5,5,2,98,3,1,98,1,1,4,1,2,,5,1,3,4,,1,"10/23/2017 4:38:17",0.355
420,"C","A","D",9999,3,"KY",2,5,2,,,,,,,,,,,,,1,"HEARD SAME THINGS ALL MY LIFE, WHEN I WAS A CHILD ICE AGE IS COMING, ETC",1,3,3,3,4,4,4,1,98,4,1,4,4,4,999,999,999,1,5,5,5,5,5,4,1,4,1,1,3,1,1,1,1,4,2,1,2,3,1,"10/23/2017 4:42:48",0.485
421,"C","B","D",9999,1,"IA",3,5,2,,,,,,,,,,,,,1,"ITS FAKE NEWS NOT TRUE",4,3,3,3,1,4,4,1,4,4,2,4,4,1,999,999,999,1,5,5,1,5,2,4,4,1,1,1,1,1,1,1,1,4,2,1,2,6,1,"10/23/2017 4:54:21",0.69
422,"C","A","D",9999,3,"PA",1,3,2,,,,,,,,,,,,,1,"FREEZING",1,2,1,3,2,4,4,1,4,4,3,4,4,4,999,999,999,2,5,5,5,5,4,4,2,4,1,2,2,1,10,6,,3,4,5,2,,1,"10/23/2017 5:08:49",0.505
423,"C","B","D",9999,4,"MN",3,5,2,,,,,,,,,,,,,1,"NOT SURE",9,1,1,1,1,1,1,98,4,1,4,1,98,4,999,999,999,4,1,1,1,4,1,1,4,1,1,98,4,6,1,1,2,2,1,4,4,2,2,"10/23/2017 8:52:50",1.44
424,"C","A","D",9999,4,"MS",2,2,1,1,2,,1,1,"SCIENTIFIC EVIDENCE",4,1,1,1,1,1,,,,1,2,2,1,1,4,2,1,1,1,1,1,1,999,999,999,4,1,1,1,1,1,1,3,1,1,1,4,1,2,1,1,1,4,2,2,1,1,"10/23/2017 8:57:55",0.88
425,"C","B","C",9999,,"NY",1,1,1,1,1,,1,1,"NO FALL OR SPRING",3,1,1,1,2,1,,,,1,1,1,1,1,2,2,1,1,98,1,1,98,999,999,999,5,3,1,3,5,1,2,4,1,98,1,1,1,1,,,4,4,,2,,1,"10/24/2017 4:24:05",0.55
426,"C","A","C",9999,3,"FL",2,2,98,,,,,,,,,,,,,,,,2,2,3,2,4,4,3,98,2,2,4,3,1,999,999,999,2,98,1,5,5,98,3,4,3,98,2,3,2,1,2,,5,1,2,3,2,2,"10/24/2017 4:30:38",0.835
427,"C","B","C",9999,1,"LA",2,3,1,1,1,,2,1,"I KNOW FOR A FACT  THEY ARE",10,1,1,2,2,1,,,,1,1,1,4,4,4,1,1,1,4,1,1,1,999,999,999,5,4,1,5,5,1,1,4,1,1,1,4,1,2,6,,3,3,3,4,1,1,"10/24/2017 4:30:54",1.46
428,"C","A","C",9999,2,"NJ",1,3,1,1,2,,1,1,"DATA FROM DIFFERENT SCIENTISTS",4,1,3,1,3,2,,,,1,1,1,4,3,4,2,4,1,4,1,2,4,999,999,999,5,1,1,2,5,5,4,4,1,4,1,4,1,1,98,,4,1,5,4,4,1,"10/24/2017 4:32:18",0.8
429,"C","B","C",9999,3,"IN",3,5,1,2,1,,2,1,"WEATHER PATTERN IN MY LIFE TIME",3,2,3,98,2,98,,,,1,1,1,1,2,2,1,1,4,98,1,2,98,999,999,999,4,3,98,2,98,2,2,4,2,3,1,98,98,1,,,5,3,2,2,5,1,"10/24/2017 4:44:37",0.355
430,"C","A","C",9999,4,"NY",1,2,98,,,,,,,,,,,,,,,,98,98,98,2,2,3,2,2,3,98,2,98,2,999,999,999,3,4,2,5,5,2,2,3,98,2,98,2,1,2,1,2,2,2,2,4,2,2,"10/24/2017 4:50:56",1.66
431,"C","B","C",9999,1,"NY",1,2,1,1,1,,1,1,"PEOPLE GETTING SOLAR PANELS",8,1,3,1,1,4,,,,2,1,2,1,3,1,1,98,1,4,1,4,2,999,999,999,3,1,1,1,5,5,2,4,98,4,1,4,4,9,2,,2,4,3,4,3,1,"10/24/2017 4:59:40",3.2
